R,H_hsv,Contrast,Correlation,Energy,Class
181.9853515625,43.4140625,414.1381048387096,0.8909706671358418,0.0266708801518607,0
163.119140625,44.5791015625,205.7520161290323,0.913131842250753,0.0280995158563837,0
178.9404296875,59.01171875,445.2127016129033,0.9112437403833324,0.0265563303877409,0
164.025390625,49.7587890625,252.5161290322581,0.9216191257111018,0.0269927980624917,0
153.4130859375,66.9482421875,284.05141129032256,0.9512047347879748,0.0268607108759561,0
187.6845703125,52.2880859375,256.8407258064517,0.9627223270459554,0.0299379887195917,0
155.921875,67.9091796875,448.375,0.8728556900541231,0.0272364033994078,0
160.6328125,57.3447265625,391.6814516129032,0.902668877589691,0.0278360912731533,0
176.25390625,61.30078125,440.4153225806453,0.9216215051092724,0.0263835732425451,0
146.75390625,59.93359375,118.66633064516128,0.9610616156255212,0.0299210122573706,0
152.412109375,79.1513671875,278.8780241935484,0.9482197676970788,0.0292425598878231,0
128.8232421875,54.787109375,161.48790322580643,0.9121320555726162,0.0307418360523727,0
149.1640625,63.6884765625,366.9112903225806,0.8870428153972012,0.0275885729504113,0
120.626953125,63.74609375,251.45362903225805,0.8591435198868036,0.0278360912731533,0
149.25,64.8505859375,332.2358870967741,0.9049472802516432,0.02760698374522,0
138.392578125,78.064453125,412.35181451612897,0.907172873840858,0.0272270742662691,0
156.3857421875,74.7529296875,643.3891129032259,0.914620095907702,0.0249177562385247,0
116.421875,76.2607421875,264.8800403225807,0.9060111155142108,0.0274870931541048,0
127.310546875,64.1220703125,238.1118951612904,0.8889574461270502,0.0283963024617001,0
130.2998046875,65.9462890625,179.5816532258065,0.9211435449859032,0.0300142639737084,0
131.673828125,75.14453125,422.6199596774194,0.793860485718774,0.0292686111712862,0
143.8828125,77.9765625,546.4747983870967,0.8972589546395052,0.025100604028203,0
119.296875,81.216796875,308.4314516129032,0.8496967047223765,0.0306010266868156,0
137.451171875,87.7197265625,550.5383064516129,0.84500593998117,0.0251713528007737,0
137.669921875,73.5263671875,530.4687500000001,0.7980843443676731,0.0275148065805568,0
130.55078125,92.5537109375,526.1028225806452,0.8997375679420282,0.0260346201010987,0
128.56640625,94.912109375,834.6723790322583,0.7622959913669979,0.0261514551836146,0
130.7841796875,90.9814453125,481.046370967742,0.9175810958682536,0.027375958899194,0
127.025390625,92.09375,744.7671370967741,0.6937617621571086,0.0260736232991483,0
128.076171875,92.5927734375,751.4909274193548,0.6996225151930745,0.0257402123685558,0
168.6728515625,60.6904296875,323.31149193548384,0.8608198612387717,0.0257796609930331,0
144.7314453125,79.146484375,573.1673387096774,0.8724860729609534,0.0249585048450402,0
148.8046875,74.5400390625,639.3840725806451,0.8280911280572563,0.0255420553615321,0
